198045,0.0122145
45045,0.00299879
40545,0.00414411
36045,0.00842669
31545,0.00201168
27045,0.00279183
22545,0.00140879
18045,0.0014663
13545,0.00211108
9045,0.000590247
4545,0.00109962
45,3.6915e-05
45,4.5262e-05
45,3.321e-05
45,4.1985e-05
45,7.7516e-05
45,3.2042e-05
45,4.3604e-05
45,3.6657e-05
45,4.2487e-05
45,3.1346e-05
45,3.2272e-05
45,4.4229e-05
45,4.3872e-05
45,3.2268e-05
45,3.1225e-05
45,3.1637e-05
4545,0.000511162
9045,0.000582302
13545,0.00313449
18045,0.00113264
22545,0.00141381
27045,0.00168597
31545,0.00201525
36045,0.00291356
40545,0.00252181
45045,0.0102089
49545,0.0115799
54045,0.00339963
58545,0.00362484
63045,0.00649033
67545,0.00415104
72045,0.00441724
76545,0.00466595
81045,0.0184413
85545,0.00528863
90045,0.0056527
94545,0.00587647
99045,0.0196176
103545,0.00639351
108045,0.0186534
112545,0.00698758
117045,0.00907919
121545,0.00751429
126045,0.0136288
130545,0.0080428
135045,0.0084315
139545,0.00858229
144045,0.0146345
148545,0.00924851
153045,0.0177311
157545,0.00975188
162045,0.0100882
166545,0.0187049
171045,0.0106006
175545,0.0108738
180045,0.0113425
180045,0.0112992
180045,0.0203083
180045,0.0112875
180045,0.0112576
180045,0.0265339
180045,0.0111857
180045,0.0112665
180045,0.0111644
180045,0.0141223
180045,0.0111543
180045,0.0238586
180045,0.01113
180045,0.0114433
180045,0.011299
180045,0.0112088
180045,0.0128363
180045,0.0124635
175545,0.0230113
171045,0.0250243
166545,0.0103048
162045,0.0147759
157545,0.00975516
153045,0.0246264
148545,0.00909289
144045,0.00883302
139545,0.0111223
135045,0.021197
130545,0.00802103
126045,0.00778112
121545,0.0206888
117045,0.00727774
112545,0.00693569
108045,0.0104634
103545,0.00648569
99045,0.00631018
94545,0.00598819
90045,0.00595538
85545,0.0053028
81045,0.0181951
76545,0.00475697
72045,0.0160241
67545,0.00587634
63045,0.00390499
58545,0.0122493
54045,0.00341221
49545,0.00312065
45045,0.00461954
40545,0.00310993
36045,0.00830364
31545,0.00328123
27045,0.00168047
22545,0.00148101
18045,0.001152
13545,0.00141985
9045,0.000957072
4545,0.0011054
45,8.09e-05
45,2.7658e-05
45,6.864e-05
45,2.7817e-05
45,3.7214e-05
45,2.635e-05
45,2.6358e-05
45,2.6393e-05
45,2.7792e-05
45,6.911e-05
4545,0.000507649
9045,0.00216001
13545,0.00142017
18045,0.00116484
22545,0.00519907
27045,0.00278099
31545,0.00197969
36045,0.00825004
40545,0.0025126
45045,0.0041527
49545,0.00321761
54045,0.003374
58545,0.00386848
63045,0.00390593
67545,0.00421957
72045,0.00576623
76545,0.00472343
81045,0.00514604
85545,0.00527605
90045,0.0072596
94545,0.00971858
99045,0.00610399
103545,0.0231596
108045,0.00663385
112545,0.00898845
117045,0.00727447
121545,0.00764573
126045,0.0165339
130545,0.00799279
135045,0.00842402
139545,0.0110456
144045,0.0252118
148545,0.00910485
153045,0.00939587
157545,0.0161023
162045,0.0100592
166545,0.0102475
171045,0.0108059
175545,0.0107576
180045,0.011151
184545,0.0246228
189045,0.0191711
193545,0.0120661
198045,0.0172454
202545,0.0125722
207045,0.0126824
211545,0.0190761
216045,0.0133498
220545,0.0136727
225045,0.0139669
225045,0.013964
225045,0.0139786
225045,0.0139736
225045,0.0139502
225045,0.0139712
225045,0.0229808
225045,0.0140031
225045,0.0143317
225045,0.0140221
225045,0.0242621
225045,0.0139558
225045,0.0138828
220545,0.013756
216045,0.0178849
211545,0.0131082
207045,0.0252401
202545,0.0126667
198045,0.0124116
193545,0.0247855
189045,0.0116579
184545,0.0185634
180045,0.0110976
175545,0.0108926
171045,0.0105757
166545,0.0170127
162045,0.0100648
157545,0.00970484
153045,0.0094078
148545,0.00913094
144045,0.0107268
139545,0.00859645
135045,0.0177927
130545,0.0246728
126045,0.00780281
121545,0.00754506
117045,0.0210257
112545,0.00701297
108045,0.00670294
103545,0.0211564
99045,0.00614281
94545,0.00924132
90045,0.00557753
85545,0.00529296
81045,0.00503985
76545,0.00472852
72045,0.0166795
