0.00,0,0,75,0,0
0.20,0,0,40,0,0
0.40,10,78,55,0,105
0.60,10,78,83,0,105
0.80,10,78,53,0,105
1.00,10,78,38,0,105
1.20,10,78,30,0,105
1.40,10,78,15,0,105
1.60,10,78,35,0,105
1.80,10,78,32,0,105
2.00,10,78,27,0,105
2.20,10,78,19,0,105
2.40,10,78,18,0,105
2.60,10,78,44,0,105
2.80,10,78,46,0,105
3.00,10,78,29,0,105
3.20,10,78,39,0,105
3.40,10,78,17,0,105
3.60,10,78,24,0,105
3.80,10,78,37,0,105
4.00,10,78,16,0,105
4.20,10,78,26,0,105
4.40,10,78,15,0,105
4.60,10,78,17,0,105
4.80,10,78,35,0,105
5.00,10,78,15,0,105
5.20,10,78,26,0,105
5.40,10,78,22,0,105
5.60,10,78,30,0,105
5.80,10,78,50,0,105
6.00,10,78,36,0,105
6.20,10,78,24,0,105
6.40,10,78,19,0,105
6.60,10,78,22,0,105
6.80,10,78,33,0,105
7.00,10,78,85,0,105
7.20,10,78,77,0,105
7.40,10,78,88,0,105
7.60,10,78,78,0,105
7.80,10,78,80,0,105
8.00,0,3714,91,13984,7565
8.20,34,256,78,702160,29
8.40,54,255,68,702160,18
8.60,56,255,71,702160,18
8.80,55,255,75,702160,18
9.00,59,255,74,702160,17
9.20,48,255,54,702160,21
9.40,53,255,67,702160,19
9.60,45,255,65,702160,22
9.80,42,255,55,702160,24
10.00,48,255,66,702160,21
10.20,56,255,72,702160,18
10.40,45,255,64,702160,22
10.60,40,255,62,702160,25
10.80,40,255,57,702160,25
11.00,54,255,62,702160,19
11.20,50,255,72,702160,20
11.40,52,255,56,702160,19
11.60,45,255,75,702160,22
11.80,25,255,66,702219,40
12.00,48,255,59,702219,21
12.20,45,255,70,702219,22
12.40,44,255,61,702219,23
12.60,41,255,65,702219,24
12.80,40,255,53,702219,25
13.00,51,255,58,702219,20
13.20,44,255,68,702219,23
13.40,46,255,54,702219,22
13.60,43,255,67,702219,23
13.80,45,255,62,702219,22
14.00,47,255,53,702219,21
14.20,41,255,62,702219,24
14.40,55,255,72,702219,18
14.60,43,255,73,702219,23
14.80,54,255,77,702219,18
15.00,45,255,56,702219,22
15.20,41,255,61,702219,24
15.40,47,255,70,702219,21
15.60,44,255,57,702219,23
15.80,45,255,68,702219,22
16.00,37,255,57,702219,27
16.20,37,255,53,702219,27
16.40,43,255,68,702219,23
16.60,48,255,61,702219,21
16.80,26,255,62,702219,38
17.00,43,255,54,702219,23
17.20,42,255,59,702219,24
17.40,42,255,67,702219,24
17.60,49,255,72,702219,21
17.80,49,255,72,702219,20
18.00,42,255,63,702219,24
18.20,52,255,59,702219,19
18.40,42,255,57,702219,24
18.60,50,255,71,702219,20
18.80,41,255,58,702219,24
19.00,39,255,64,702219,26
19.20,44,255,57,702219,23
19.40,49,255,62,702219,20
19.60,49,255,71,702219,20
19.80,42,255,55,702219,24
20.00,45,255,63,702219,22
20.20,44,255,59,702219,22
20.40,39,255,50,702219,25
20.60,58,255,81,702219,17
20.80,60,255,81,702219,17
21.00,41,255,61,702219,24
21.20,52,255,56,702219,19
21.40,44,255,56,702219,23
21.60,40,255,59,702219,25
21.80,29,255,62,702219,35
22.00,42,255,49,702219,24
22.20,43,255,66,702219,23
22.40,50,255,57,702219,20
22.60,41,255,56,702219,24
22.80,44,255,66,702219,23
23.00,36,255,62,702219,28
23.20,41,255,63,702219,24
23.40,37,255,51,702219,27
23.60,46,255,72,702219,22
23.80,58,255,84,702219,17
24.00,49,255,59,702219,20
24.20,42,255,58,702219,24
24.40,37,255,53,702219,27
24.60,43,255,57,702219,23
24.80,45,255,60,702219,22
25.00,38,255,69,702219,26
25.20,45,255,61,702219,22
25.40,46,255,55,702219,22
25.60,41,255,61,702219,24
25.80,44,255,61,702219,23
26.00,52,255,70,702219,19
26.20,46,255,55,702219,22
26.40,40,255,66,702219,25
26.60,36,255,66,702219,28
26.80,51,255,68,702219,20
27.00,43,255,68,702219,23
27.20,48,255,68,702219,21
27.40,50,255,65,702219,20
27.60,43,255,53,702219,23
27.80,42,255,58,702219,24
28.00,43,255,69,702219,23
28.20,51,255,59,702219,20
28.40,40,255,58,702219,25
28.60,42,255,57,702219,24
28.80,47,255,61,702219,21
29.00,36,255,56,702219,27
29.20,44,255,69,702219,23
29.40,42,255,58,702219,24
29.60,52,255,78,702219,19
29.80,45,255,66,702219,22
30.00,43,255,58,702219,23
30.20,42,255,69,702219,24
30.40,40,255,53,702219,25
30.60,40,255,63,702219,25
30.80,43,255,56,702219,23
31.00,40,255,57,702219,25
31.20,39,255,64,702219,26
31.40,42,255,71,702219,24
31.60,25,255,60,702219,40
31.80,41,255,58,702219,25
32.00,43,255,59,702219,23
32.20,41,255,68,702219,24
32.40,45,255,68,702219,22
32.60,46,255,76,702219,22
32.80,55,255,77,702219,18
33.00,37,255,58,702219,27
33.20,41,255,60,702219,24
33.40,46,255,71,702219,22
33.60,39,255,58,702219,26
33.80,40,255,58,702219,25
34.00,41,255,51,702219,25
34.20,42,255,54,702219,24
34.40,42,255,69,702219,24
34.60,39,255,54,702219,25
34.80,43,255,64,702219,23
35.00,40,255,53,702219,25
35.20,38,255,56,702219,27
35.40,43,255,66,702219,23
35.60,57,255,86,702219,18
35.80,56,255,72,702219,18
36.00,39,255,53,702219,25
36.20,41,255,57,702219,24
36.40,42,255,65,702219,24
36.60,29,255,58,702219,34
36.80,37,255,57,702219,27
37.00,46,255,63,702219,22
37.20,37,255,52,702219,27
37.40,41,255,55,702219,24
37.60,46,255,71,702219,22
37.80,43,255,57,702219,23
38.00,49,255,66,702219,20
38.20,37,255,49,702219,27
38.40,41,255,55,702219,24
38.60,61,255,88,702219,16
38.80,53,255,65,702219,19
39.00,41,255,62,702219,24
39.20,42,255,57,702219,24
39.40,40,255,59,702219,25
39.60,34,255,59,702219,30
39.80,43,255,70,702219,23
40.00,38,255,65,702219,26
40.20,40,255,57,702219,25
40.40,41,255,57,702219,24
40.60,44,255,60,702219,23
40.80,43,255,66,702219,23
41.00,40,255,59,702219,25
41.20,39,255,66,702219,25
